"meas" "method" "breakpoint" "breakpoint.se" "m1" "m1.se" "m2" "m2.se" "intercept" "intercept.se"
"210" 1587 "grid" 0.941526791713987 0.0149146690980133 1.001 0.00743 0.588 0.1541 0.00361775136242185 0.0053491301550133
"211" 1627 "xyz" 0.959044936407397 0.0134942095215432 0.9794 0.007023 0.5363 0.1604 0.0161776430503348 0.00516299151242431
"212" 1627 "rand" 0.952183420324577 0.0104968151348889 0.9875 0.008388 0.3713 0.1329 0.0135495079481381 0.00611098030243607
"213" 1627 "grid" 0.966612326972058 0.0129426158774322 0.9846 0.007245 0.4045 0.2197 0.015469427533744 0.00540117683617896
"214" 1667 "xyz" 0.966482627979589 0.0103517334799716 0.9925 0.00762 0.3402 0.1755 0.00391198578607204 0.00569590305375441
"215" 1667 "rand" 0.952996189048872 0.010884662337533 0.9846 0.008309 0.391 0.147 0.014488814128472 0.00610941541726068
"216" 1667 "grid" 0.932852185349653 0.0127295972892123 1.002 0.007826 0.5692 0.1056 0.00351475485397597 0.00560707110908698
"217" 1708 "xyz" 0.97485132172515 0.00839617983608648 0.9863 0.007203 0.1475 0.2106 0.00795806846003899 0.00544478782070758
"218" 1708 "rand" 0.953813764194487 0.0110440047694629 0.9918 0.007874 0.2573 0.1895 0.0119822584927431 0.00586511981502286
"219" 1708 "grid" 0.961634868416853 0.011905630052307 0.9824 0.007216 0.4414 0.1936 0.0158979662585372 0.00539492304061118
"220" 1749 "xyz" 0.95976828126719 0.0105434718455134 0.9815 0.00675 0.4707 0.1561 0.0123282056936142 0.00500864544855265
"221" 1749 "rand" 0.921095120529558 0.0127491792725762 1.007 0.008541 0.5375 0.09626 0.000307323510816372 0.00609058712412304
"222" 1749 "grid" 0.943063950145266 0.0092668038613091 0.9991 0.007461 0.406 0.1255 0.00586315046908597 0.00542977062914147
"223" 1791 "xyz" 0.977329582770612 0.00959937491843817 0.9935 0.006955 0.2223 0.2411 0.00552118602241837 0.00533243285444494
"224" 1791 "rand" 0.939783597767672 0.0104873673887465 1 0.008521 0.4156 0.1204 0.00448765405129283 0.0062244103294627
"225" 1791 "grid" 0.943276317000201 0.0127575806362731 0.9913 0.007675 0.5619 0.1124 0.00834451089501859 0.00562895527307455
"226" 1834 "xyz" 0.96830421379508 0.00830222030876458 1 0.007037 0.2371 0.1759 0.000323684469920024 0.00531843254452967
"227" 1834 "rand" 0.94921214850325 0.00870573346244161 0.9916 0.007986 0.2817 0.1297 0.0120854259979354 0.00589794470543184
"228" 1834 "grid" 0.967001687046378 0.0107393195261283 0.9881 0.006826 0.3107 0.2204 0.0108230234593279 0.00517265027952177
"229" 1877 "xyz" 0.979647743624941 0.00812474188585947 0.9832 0.006659 0.1951 0.2063 0.0120925677269542 0.00504344020045725
"230" 1877 "rand" 0.955720976019914 0.00977297878400605 1.004 0.007425 0.3338 0.1526 0.000772423501186526 0.00549009659039553
"231" 1877 "grid" 0.948957903504781 0.0116194942670379 1.002 0.007268 0.5107 0.1446 0.00221270210708771 0.00529719608134029
"232" 1920 "xyz" 0.970801877355912 0.0082630667943303 0.9797 0.006325 0.3025 0.1757 0.0146665093788542 0.0047438433031511
"233" 1920 "rand" 0.954703343676304 0.00933772187425441 0.9945 0.007515 0.3535 0.1492 0.00733305153412079 0.00553530842667926
"234" 1920 "grid" 0.967372215431957 0.00841321499543929 0.9882 0.006336 0.3173 0.1673 0.0102128981453252 0.00472161397908546
"235" 1964 "xyz" 0.962667445235442 0.017094082715882 0.9818 0.006688 0.5055 0.236 0.0131420462262874 0.00494398823216637
"236" 1964 "rand" 0.96446000354947 0.00956910007702542 0.9859 0.007304 0.2746 0.1708 0.014717923808048 0.00537668007897905
"237" 1964 "grid" 0.961404286110888 0.00954842897869199 0.9912 0.00648 0.3135 0.1888 0.0109349121954542 0.00475743204766053
"238" 2008 "xyz" 0.973398943341856 0.011290594370284 0.9824 0.006296 0.3473 0.239 0.013818056583008 0.00478775886618303
"239" 2008 "rand" 0.963266208973593 0.0086815586332382 0.9954 0.006803 0.2451 0.1938 0.00703856503240836 0.00509949031378839
"240" 2008 "grid" 0.940645303920068 0.011447297862159 0.9949 0.006928 0.5662 0.09715 0.00763031637019151 0.00506936067856264
"241" 2053 "xyz" 0.976776156673724 0.0070197592896038 0.9901 0.005801 0.1008 0.2191 0.00725288521093935 0.00439371812645971
"242" 2053 "rand" 0.95635622634354 0.00815058118504935 1.001 0.007383 0.2443 0.145 0.00564010077736244 0.00544161528409144
"243" 2053 "grid" 0.963939524111744 0.00809820478495808 1.005 0.006141 0.2858 0.1686 0.00109110560537253 0.00457833652847854
"244" 2099 "xyz" 0.963461375295629 0.0113992845972036 0.9802 0.006244 0.449 0.1776 0.0156586740916184 0.0047120874165836
"245" 2099 "rand" 0.94387949668069 0.0120446826950898 1.001 0.007545 0.4853 0.139 0.00320496056386869 0.00559719532766686
"246" 2099 "grid" 0.945612518542941 0.0140057150639375 0.9959 0.006416 0.6222 0.1304 0.00810550821242362 0.00476644597389294
"247" 2144 "xyz" 0.962385739947068 0.0145980325579095 0.9864 0.005916 0.6021 0.1944 0.00846836887257469 0.00444453603358394
"248" 2144 "rand" 0.915658574124556 0.0131489529330052 1.005 0.007398 0.6354 0.07989 0.00110768140438498 0.00529344503196017
"249" 2144 "grid" 0.955856030193634 0.00937557449493033 0.9943 0.006146 0.4365 0.1666 0.00590623385960966 0.00456242187497037
"250" 2191 "xyz" 0.967744303935442 0.0107654948497132 0.9815 0.006022 0.3979 0.1968 0.0158644698315652 0.00447163610398876
"251" 2191 "rand" 0.958736163826805 0.00893951714736731 0.9926 0.007056 0.2339 0.1695 0.00935328999521577 0.00520530203697085
"252" 2191 "grid" 0.976663706957531 0.00826754859988875 1.002 0.006059 0.1382 0.2962 -0.00165177170408543 0.00457293306544962
"253" 2238 "xyz" 0.978913773437393 0.00874286192199573 0.9933 0.006461 0.1061 0.3054 0.004076496332173 0.0048105812733684
"254" 2238 "rand" 0.955642357468174 0.013087274623863 0.9959 0.007192 0.4265 0.18 0.0043247304929427 0.00526798168145933
"255" 2238 "grid" 0.973763643331855 0.0108838262395536 0.9897 0.005842 0.3388 0.2416 0.00983595403489675 0.00432623704733679
"256" 2285 "xyz" 0.98280492264976 0.00751586546298668 0.9998 0.005755 0.05858 0.2919 -0.00178747213458426 0.00439911356419244
"257" 2285 "rand" 0.949059983643301 0.0103606018853329 1.001 0.006731 0.4693 0.1326 0.00286579984610153 0.00495832067929558
"258" 2285 "grid" 0.913989679396382 0.017816129320078 1 0.006759 0.7427 0.07664 0.00576164202434554 0.00476408526438677
"259" 2333 "xyz" 0.968432172831598 0.0114855778907979 0.9912 0.005998 0.402 0.204 0.00600699064068294 0.00447831417817755
"260" 2333 "rand" 0.959467598193401 0.00994128329360655 0.9816 0.006682 0.3556 0.1706 0.0178004658398865 0.00491760418865646
"261" 2333 "grid" 0.955685233469352 0.0120752680970279 0.9977 0.006514 0.5046 0.1649 0.00301819351122307 0.00478375505370578
"262" 2381 "xyz" 0.972512004275502 0.0090291094890158 0.9918 0.006069 0.3668 0.2118 0.00395244198597582 0.00455106687372199
"263" 2381 "rand" 0.954504759034702 0.00933962832643487 0.9998 0.006724 0.361 0.1424 0.00323654082314488 0.0049443401490052
"264" 2381 "grid" 0.966450074891658 0.00938868433877588 0.9942 0.005408 0.3461 0.1961 0.00815274876264125 0.004018212132945
"265" 2430 "xyz" 0.995153294523041 0.00553193709810102 0.9901 0.005563 -0.5961 0.4913 0.00610235888471122 0.00426617838679022
"266" 2430 "rand" 0.95234740739222 0.0127818829303571 0.9904 0.006784 0.5234 0.1323 0.00914209727033141 0.00502339040998586
"267" 2430 "grid" 0.963775959817145 0.0103641664607475 0.9975 0.00605 0.4384 0.169 0.00337834698718301 0.00452813903810578
"268" 2479 "xyz" 0.977069567116849 0.0068863076468825 0.9905 0.005664 0.1623 0.2016 0.00710627958431603 0.00425334228322934
"269" 2479 "rand" 0.961079657448877 0.00735379578016303 0.9971 0.006209 0.2122 0.1468 0.00773234092149497 0.00460748425262265
"270" 2479 "grid" 0.980513032685215 0.00672788864967409 1.004 0.005407 -0.05487 0.274 -0.000492816779581505 0.0040851263016564
"271" 2529 "xyz" 0.972270073899503 0.00902494771983045 0.9964 0.005359 0.329 0.1636 0.00173450134418066 0.00409180223025779
"272" 2529 "rand" 0.961815384327906 0.00855136152317909 1.001 0.005898 0.2917 0.1593 0.00478135553959486 0.00445328324477847
"273" 2529 "grid" 0.972029674055177 0.00790481150442171 0.9968 0.005502 0.2979 0.2067 0.00569439191959584 0.0041816675906481
"274" 2580 "xyz" 0.966300812408229 0.010570642311024 0.9909 0.005605 0.4348 0.1772 0.00585082849858824 0.00413580860901121
"275" 2580 "rand" 0.952939513713474 0.0137791241655418 0.9963 0.006559 0.5317 0.1615 0.00500725136394303 0.00479851785465705
"276" 2580 "grid" 0.956693640411542 0.0108909814110673 0.9991 0.006211 0.4743 0.167 0.00255177391184866 0.0045463275172826
"277" 2630 "xyz" 0.9650457662505 0.00852980568022915 1.003 0.005791 0.3561 0.1766 -0.00278477334353382 0.00434248250265724
"278" 2630 "rand" 0.959736459230044 0.0100160773097332 0.994 0.006593 0.4029 0.1909 0.00601581499737042 0.00490425914013413
"279" 2630 "grid" 0.950110167374313 0.0132472981263127 0.9872 0.005639 0.6318 0.1271 0.0124662563509332 0.0041451448048922
"280" 2682 "xyz" 0.962765098298487 0.0103094988354612 0.9968 0.005569 0.4445 0.1843 0.00262468649580134 0.0041599770207195
"281" 2682 "rand" 0.973124109889897 0.00913311318076621 0.9938 0.006035 0.1392 0.2459 0.00752436654865596 0.00454739766442698
"282" 2682 "grid" 0.950282860083662 0.00973103864084214 0.9953 0.005531 0.5147 0.1282 0.00783996486536838 0.00406104845605608
"283" 2733 "xyz" 0.97156351369948 0.00947472799037543 0.9949 0.005307 0.2992 0.2249 0.00475133843817728 0.0038996713344197
"284" 2733 "rand" 0.963857028343452 0.010425620017445 0.9884 0.006359 0.3326 0.1652 0.0115815452969066 0.00464831895082147
"285" 2733 "grid" 0.968633561727663 0.0152037207920056 0.9892 0.00567 0.51 0.2403 0.00942438558226024 0.00417625449658683
"286" 2786 "xyz" 0.993306861101251 0.00715263241471095 0.9927 0.004819 -0.07632 0.4633 0.0027460615322198 0.00365434692300152
"287" 2786 "rand" 0.910792554777158 0.0150007747431806 1.015 0.006723 0.7161 0.06607 -0.00912791074761391 0.00465236204511355
"288" 2786 "grid" 0.97158649617754 0.00902432835767651 1.003 0.004902 0.3846 0.2061 -0.00182385270930596 0.00365284578683317
"289" 2839 "xyz" 0.982059672214276 0.00666432314296931 0.9916 0.005542 0.143 0.2369 0.00581211973041654 0.00417960094445654
"290" 2839 "rand" 0.965577847385062 0.00935746269170341 0.984 0.006175 0.3662 0.1446 0.0129947664374871 0.00457585571558973
"291" 2839 "grid" 0.981116458220194 0.00738459455465369 0.9886 0.005233 0.1643 0.2517 0.0101428941195348 0.00395680930288545
"292" 2892 "xyz" 0.953033826415852 0.0134351031133878 0.9945 0.005157 0.6184 0.153 0.00403644277798628 0.00379756105284747
"293" 2892 "rand" 0.935383111397804 0.0101100963394672 1.016 0.00592 0.5208 0.1061 -0.00779491969315417 0.00427762982742092
"294" 2892 "grid" 0.985031996723188 0.00970099745487546 0.982 0.004712 0.1379 0.358 0.0149294517461229 0.00358890832552908
"295" 2946 "xyz" 0.972474990107962 0.00984812115669146 0.9957 0.005187 0.4494 0.2188 0.00342880068354373 0.00390677998805522
"296" 2946 "rand" 0.957210152021865 0.0103398505015094 0.9905 0.006084 0.4941 0.1265 0.00777908954097329 0.00449455009425083
"297" 2946 "grid" 0.960379727643784 0.0105642868959532 1.008 0.005826 0.5028 0.1716 -0.00463656091334246 0.00433956873236006
"298" 3000 "xyz" 0.988538686576093 0.00708719745435273 1.002 0.005046 0.1134 0.2643 -0.00305639766764401 0.00383264356638138
"299" 3000 "rand" 0.970967483406388 0.008217360301476 1.002 0.005523 0.2789 0.2413 0.00034419628061741 0.00411943389340766
"300" 3000 "grid" 0.982939597347637 0.00566572794587106 1.009 0.004778 0.008087 0.2692 -0.00483192135372027 0.00360095158098785
